ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_355_Unit_or_Basis_for_Measurement_Code_E5,X12_00401_850->CTP->C001->C00101
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_1018_Exponent_E6,X12_00401_850->CTP->C001->C00102
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_649_Multiplier_E7,X12_00401_850->CTP->C001->C00103
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_355_Unit_or_Basis_for_Measurement_Code_E8,X12_00401_850->CTP->C001->C00104
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_1018_Exponent_E9,X12_00401_850->CTP->C001->C00105
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_649_Multiplier_E10,X12_00401_850->CTP->C001->C00106
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_355_Unit_or_Basis_for_Measurement_Code_E11,X12_00401_850->CTP->C001->C00107
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_1018_Exponent_E12,X12_00401_850->CTP->C001->C00108
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_649_Multiplier_E13,X12_00401_850->CTP->C001->C00109
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_355_Unit_or_Basis_for_Measurement_Code_E14,X12_00401_850->CTP->C001->C00110
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_1018_Exponent_E15,X12_00401_850->CTP->C001->C00111
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_649_Multiplier_E16,X12_00401_850->CTP->C001->C00112
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_355_Unit_or_Basis_for_Measurement_Code_E17,X12_00401_850->CTP->C001->C00113
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_1018_Exponent_E18,X12_00401_850->CTP->C001->C00114
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_355_Unit_or_Basis_for_Measurement_Code_E5_COMP->_649_Multiplier_E19,X12_00401_850->CTP->C001->C00115
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_648_Price_Multiplier_Qualifier_E20,X12_00401_850->CTP->CTP06
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_649_Multiplier_E21,X12_00401_850->CTP->CTP07
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_782_Monetary_Amount_E22,X12_00401_850->CTP->CTP08
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_639_Basis_of_Unit_Price_Code_E23,X12_00401_850->CTP->CTP09
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_499_Condition_Value_E24,X12_00401_850->CTP->CTP10
ASC_X12_850_004_010_DEFAULT_X->CTP_Pricing_Information_S7->_289_Multiple_Price_Quantity_E25,X12_00401_850->CTP->CTP11
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_673_Quantity_Qualifier_E1,X12_00401_850->PAM->PAM01
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_380_Quantity_E2,X12_00401_850->PAM->PAM02
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP,X12_00401_850->PAM->C001_2
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_355_Unit_or_Basis_for_Measurement_Code_E3,X12_00401_850->PAM->C001_2->C00101
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_1018_Exponent_E4,X12_00401_850->PAM->C001_2->C00102
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_649_Multiplier_E5,X12_00401_850->PAM->C001_2->C00103
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_355_Unit_or_Basis_for_Measurement_Code_E6,X12_00401_850->PAM->C001_2->C00104
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_1018_Exponent_E7,X12_00401_850->PAM->C001_2->C00105
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_649_Multiplier_E8,X12_00401_850->PAM->C001_2->C00106
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_355_Unit_or_Basis_for_Measurement_Code_E9,X12_00401_850->PAM->C001_2->C00107
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_1018_Exponent_E10,X12_00401_850->PAM->C001_2->C00108
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_649_Multiplier_E11,X12_00401_850->PAM->C001_2->C00109
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_355_Unit_or_Basis_for_Measurement_Code_E12,X12_00401_850->PAM->C001_2->C00110
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_1018_Exponent_E13,X12_00401_850->PAM->C001_2->C00111
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_649_Multiplier_E14,X12_00401_850->PAM->C001_2->C00112
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_355_Unit_or_Basis_for_Measurement_Code_E15,X12_00401_850->PAM->C001_2->C00113
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_1018_Exponent_E16,X12_00401_850->PAM->C001_2->C00114
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_355_Unit_or_Basis_for_Measurement_Code_E3_COMP->_649_Multiplier_E17,X12_00401_850->PAM->C001_2->C00115
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_522_Amount_Qualifier_Code_E18,X12_00401_850->PAM->PAM04
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_782_Monetary_Amount_E19,X12_00401_850->PAM->PAM05
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_344_Unit_of_Time_Period_or_Interval_E20,X12_00401_850->PAM->PAM06
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_374_Date_Time_Qualifier_E21,X12_00401_850->PAM->PAM07
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_337_Time_E23,X12_00401_850->PAM->PAM09
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_374_Date_Time_Qualifier_E24,X12_00401_850->PAM->PAM10
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_337_Time_E26,X12_00401_850->PAM->PAM12
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_1004_Percent_Qualifier_E27,X12_00401_850->PAM->PAM13
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_954_Percent__954__E28,X12_00401_850->PAM->PAM14
ASC_X12_850_004_010_DEFAULT_X->PAM_Period_Amount_S8->_1073_Yes_No_Condition_or_Response_Code_E29,X12_00401_850->PAM->PAM15
ASC_X12_850_004_010_DEFAULT_X->CSH_Sales_Requirements_S9->_563_Sales_Requirement_Code_E1,X12_00401_850->CSH->CSH01
ASC_X12_850_004_010_DEFAULT_X->CSH_Sales_Requirements_S9->_306_Action_Code_E2,X12_00401_850->CSH->CSH02
ASC_X12_850_004_010_DEFAULT_X->CSH_Sales_Requirements_S9->_610_Amount_E3,X12_00401_850->CSH->CSH03
ASC_X12_850_004_010_DEFAULT_X->CSH_Sales_Requirements_S9->_508_Account_Number_E4,X12_00401_850->CSH->CSH04
ASC_X12_850_004_010_DEFAULT_X->CSH_Sales_Requirements_S9->_559_Agency_Qualifier_Code_E6,X12_00401_850->CSH->CSH06
ASC_X12_850_004_010_DEFAULT_X->CSH_Sales_Requirements_S9->_560_Special_Services_Code_E7,X12_00401_850->CSH->CSH07
ASC_X12_850_004_010_DEFAULT_X->CSH_Sales_Requirements_S9->_566_Product_Service_Substitution_Code_E8,X12_00401_850->CSH->CSH08
ASC_X12_850_004_010_DEFAULT_X->CSH_Sales_Requirements_S9->_954_Percent__954__E9,X12_00401_850->CSH->CSH09
ASC_X12_850_004_010_DEFAULT_X->CSH_Sales_Requirements_S9->_1004_Percent_Qualifier_E10,X12_00401_850->CSH->CSH10
ASC_X12_850_004_010_DEFAULT_X->TC2_Commodity_S10->_23_Commodity_Code_Qualifier_E1,X12_00401_850->TC2->TC201
ASC_X12_850_004_010_DEFAULT_X->TC2_Commodity_S10->_22_Commodity_Code_E2,X12_00401_850->TC2->TC202
